words,pos_likelihood,neg_likelihood
banalize,0.0,0.01
bane,0.0,0.01
banish,0.0,0.01
banishment,0.0,0.01
bankrupt,0.0,0.01
barbarian,0.0,0.01
barbaric,0.0,0.01
barbarically,0.0,0.01
barbarity,0.0,0.01
barbarous,0.0,0.01
barbarously,0.0,0.01
barren,0.0,0.01
baseless,0.0,0.01
bash,0.0,0.01
bashed,0.0,0.01
bashful,0.0,0.01
bashing,0.0,0.01
bastard,0.0,0.01
bastards,0.0,0.01
battered,0.0,0.01
battering,0.0,0.01
batty,0.0,0.01
bearish,0.0,0.01
beastly,0.0,0.01
bedlam,0.0,0.01
bedlamite,0.0,0.01
befoul,0.0,0.01
beg,0.0,0.01
beggar,0.0,0.01
beggarly,0.0,0.01
begging,0.0,0.01
beguile,0.0,0.01
belabor,0.0,0.01
belated,0.0,0.01
beleaguer,0.0,0.01
belie,0.0,0.01
belittle,0.0,0.01
belittled,0.0,0.01
belittling,0.0,0.01
bellicose,0.0,0.01
belligerence,0.0,0.01
belligerent,0.0,0.01
belligerently,0.0,0.01
bemoan,0.0,0.01
bemoaning,0.0,0.01
bemused,0.0,0.01
bent,0.0,0.01
berate,0.0,0.01
bereave,0.0,0.01
bereavement,0.0,0.01
bereft,0.0,0.01
berserk,0.0,0.01
beseech,0.0,0.01
beset,0.0,0.01
besiege,0.0,0.01
besmirch,0.0,0.01
bestial,0.0,0.01
betray,0.0,0.01
betrayal,0.0,0.01
betrayals,0.0,0.01
betrayer,0.0,0.01
betraying,0.0,0.01
betrays,0.0,0.01
bewail,0.0,0.01
beware,0.0,0.01
bewilder,0.0,0.01
bewildered,0.0,0.01
bewildering,0.0,0.01
bewilderingly,0.0,0.01
bewilderment,0.0,0.01
bewitch,0.0,0.01
bias,0.0,0.01
biased,0.0,0.01
biases,0.0,0.01
bicker,0.0,0.01
bickering,0.0,0.01
bid-rigging,0.0,0.01
bigotries,0.0,0.01
bigotry,0.0,0.01
bitch,0.0,0.01
bitchy,0.0,0.01
biting,0.0,0.01
bitingly,0.0,0.01
bitter,0.0,0.01
bitterly,0.0,0.01
bitterness,0.0,0.01
bizarre,0.0,0.01
blab,0.0,0.01
blabber,0.0,0.01
blackmail,0.0,0.01
blah,0.0,0.01
blame,0.0,0.01
blameworthy,0.0,0.01
bland,0.0,0.01
blandish,0.0,0.01
blaspheme,0.0,0.01
blasphemous,0.0,0.01
blasphemy,0.0,0.01
blasted,0.0,0.01
blatant,0.0,0.01
blatantly,0.0,0.01
blather,0.0,0.01
bleak,0.0,0.01
bleakly,0.0,0.01
bleakness,0.0,0.01
bleed,0.0,0.01
bleeding,0.0,0.01
bleeds,0.0,0.01
blemish,0.0,0.01
blind,0.0,0.01
blinding,0.0,0.01
blindingly,0.0,0.01
blindside,0.0,0.01
blister,0.0,0.01
blistering,0.0,0.01
bloated,0.0,0.01
blockage,0.0,0.01
blockhead,0.0,0.01
bloodshed,0.0,0.01
bloodthirsty,0.0,0.01
bloody,0.0,0.01
blotchy,0.0,0.01
blow,0.0,0.01
blunder,0.0,0.01
blundering,0.0,0.01
blunders,0.0,0.01
blunt,0.0,0.01
blur,0.0,0.01
bluring,0.0,0.01
blurred,0.0,0.01
blurring,0.0,0.01
blurry,0.0,0.01
blurs,0.0,0.01
blurt,0.0,0.01
boastful,0.0,0.01
boggle,0.0,0.01
bogus,0.0,0.01
boil,0.0,0.01
boiling,0.0,0.01
boisterous,0.0,0.01
bomb,0.0,0.01
bombard,0.0,0.01
bombardment,0.0,0.01
bombastic,0.0,0.01
bondage,0.0,0.01
bonkers,0.0,0.01
bore,0.0,0.01
bored,0.0,0.01
boredom,0.0,0.01
bores,0.0,0.01
boring,0.0,0.01
botch,0.0,0.01
bother,0.0,0.01
bothered,0.0,0.01
bothering,0.0,0.01
bothers,0.0,0.01
bothersome,0.0,0.01
bowdlerize,0.0,0.01
boycott,0.0,0.01
braggart,0.0,0.01
bragger,0.0,0.01
brainless,0.0,0.01
brainwash,0.0,0.01
brash,0.0,0.01
brashly,0.0,0.01
brashness,0.0,0.01
brat,0.0,0.01
bravado,0.0,0.01
brazen,0.0,0.01
brazenly,0.0,0.01
brazenness,0.0,0.01
breach,0.0,0.01
break,0.0,0.01
break-up,0.0,0.01
break-ups,0.0,0.01
breakdown,0.0,0.01
breaking,0.0,0.01
breaks,0.0,0.01
breakup,0.0,0.01
breakups,0.0,0.01
bribery,0.0,0.01
brimstone,0.0,0.01
bristle,0.0,0.01
brittle,0.0,0.01
broke,0.0,0.01
broken,0.0,0.01
broken-hearted,0.0,0.01
brood,0.0,0.01
browbeat,0.0,0.01
bruise,0.0,0.01
bruised,0.0,0.01
bruises,0.0,0.01
bruising,0.0,0.01
brusque,0.0,0.01
brutal,0.0,0.01
brutalising,0.0,0.01
brutalities,0.0,0.01
brutality,0.0,0.01
brutalize,0.0,0.01
brutalizing,0.0,0.01
brutally,0.0,0.01
brute,0.0,0.01
brutish,0.0,0.01
bs,0.0,0.01
buckle,0.0,0.01
bug,0.0,0.01
bugging,0.0,0.01
buggy,0.0,0.01
bugs,0.0,0.01
bulkier,0.0,0.01
bulkiness,0.0,0.01
bulky,0.0,0.01
bulkyness,0.0,0.01
bull****,0.0,0.01
bull----,0.0,0.01
bullies,0.0,0.01
bullshit,0.0,0.01
bullshyt,0.0,0.01
bully,0.0,0.01
bullying,0.0,0.01
bullyingly,0.0,0.01
bum,0.0,0.01
bump,0.0,0.01
bumped,0.0,0.01
bumping,0.0,0.01
bumpping,0.0,0.01
bumps,0.0,0.01
bumpy,0.0,0.01
bungle,0.0,0.01
bungler,0.0,0.01
bungling,0.0,0.01
bunk,0.0,0.01
burden,0.0,0.01
burdensome,0.0,0.01
burdensomely,0.0,0.01
burn,0.0,0.01
burned,0.0,0.01
burning,0.0,0.01
burns,0.0,0.01
bust,0.0,0.01
busts,0.0,0.01
busybody,0.0,0.01
butcher,0.0,0.01
butchery,0.0,0.01
buzzing,0.0,0.01
byzantine,0.0,0.01
cackle,0.0,0.01
calamities,0.0,0.01
calamitous,0.0,0.01
calamitously,0.0,0.01
calamity,0.0,0.01
callous,0.0,0.01
calumniate,0.0,0.01
calumniation,0.0,0.01
calumnies,0.0,0.01
calumnious,0.0,0.01
calumniously,0.0,0.01
calumny,0.0,0.01
cancer,0.0,0.01
cancerous,0.0,0.01
cannibal,0.0,0.01
cannibalize,0.0,0.01
capitulate,0.0,0.01
capricious,0.0,0.01
capriciously,0.0,0.01
capriciousness,0.0,0.01
capsize,0.0,0.01
careless,0.0,0.01
carelessness,0.0,0.01
caricature,0.0,0.01
carnage,0.0,0.01
carp,0.0,0.01
cartoonish,0.0,0.01
cash-strapped,0.0,0.01
castigate,0.0,0.01
castrated,0.0,0.01
casualty,0.0,0.01
cataclysm,0.0,0.01
cataclysmal,0.0,0.01
cataclysmic,0.0,0.01
cataclysmically,0.0,0.01
catastrophe,0.0,0.01
catastrophes,0.0,0.01
catastrophic,0.0,0.01
catastrophically,0.0,0.01
catastrophies,0.0,0.01
caustic,0.0,0.01
caustically,0.0,0.01
cautionary,0.0,0.01
cave,0.0,0.01
censure,0.0,0.01
chafe,0.0,0.01
chaff,0.0,0.01
chagrin,0.0,0.01
challenging,0.0,0.01
chaos,0.0,0.01
chaotic,0.0,0.01
chasten,0.0,0.01
chastise,0.0,0.01
chastisement,0.0,0.01
chatter,0.0,0.01
chatterbox,0.0,0.01
cheap,0.0,0.01
cheapen,0.0,0.01
cheaply,0.0,0.01
cheat,0.0,0.01
cheated,0.0,0.01
cheater,0.0,0.01
cheating,0.0,0.01
cheats,0.0,0.01
checkered,0.0,0.01
cheerless,0.0,0.01
cheesy,0.0,0.01
chide,0.0,0.01
childish,0.0,0.01
chill,0.0,0.01
chilly,0.0,0.01
chintzy,0.0,0.01
choke,0.0,0.01
choleric,0.0,0.01
choppy,0.0,0.01
chore,0.0,0.01
chronic,0.0,0.01
chunky,0.0,0.01
clamor,0.0,0.01
clamorous,0.0,0.01
clash,0.0,0.01
cliche,0.0,0.01
cliched,0.0,0.01
clique,0.0,0.01
clog,0.0,0.01
clogged,0.0,0.01
clogs,0.0,0.01
cloud,0.0,0.01
clouding,0.0,0.01
cloudy,0.0,0.01
clueless,0.0,0.01
clumsy,0.0,0.01
clunky,0.0,0.01
coarse,0.0,0.01
cocky,0.0,0.01
coerce,0.0,0.01
coercion,0.0,0.01
coercive,0.0,0.01
cold,0.0,0.01
coldly,0.0,0.01
collapse,0.0,0.01
collude,0.0,0.01
collusion,0.0,0.01
combative,0.0,0.01
combust,0.0,0.01
comical,0.0,0.01
commiserate,0.0,0.01
commonplace,0.0,0.01
commotion,0.0,0.01
commotions,0.0,0.01
complacent,0.0,0.01
complain,0.0,0.01
complained,0.0,0.01
complaining,0.0,0.01
complains,0.0,0.01
complaint,0.0,0.01
complaints,0.0,0.01
complex,0.0,0.01
complicated,0.0,0.01
complication,0.0,0.01
complicit,0.0,0.01
compulsion,0.0,0.01
compulsive,0.0,0.01
concede,0.0,0.01
conceded,0.0,0.01
conceit,0.0,0.01
conceited,0.0,0.01
concen,0.0,0.01
concens,0.0,0.01
concern,0.0,0.01
concerned,0.0,0.01
concerns,0.0,0.01
concession,0.0,0.01
concessions,0.0,0.01
condemn,0.0,0.01
condemnable,0.0,0.01
condemnation,0.0,0.01
condemned,0.0,0.01
condemns,0.0,0.01
condescend,0.0,0.01
condescending,0.0,0.01
condescendingly,0.0,0.01
condescension,0.0,0.01
confess,0.0,0.01
confession,0.0,0.01
confessions,0.0,0.01
confined,0.0,0.01
conflict,0.0,0.01
conflicted,0.0,0.01
conflicting,0.0,0.01
conflicts,0.0,0.01
confound,0.0,0.01
confounded,0.0,0.01
confounding,0.0,0.01
confront,0.0,0.01
confrontation,0.0,0.01
confrontational,0.0,0.01
confuse,0.0,0.01
confused,0.0,0.01
confuses,0.0,0.01
confusing,0.0,0.01
confusion,0.0,0.01
confusions,0.0,0.01
congested,0.0,0.01
congestion,0.0,0.01
cons,0.0,0.01
conscons,0.0,0.01
conservative,0.0,0.01
conspicuous,0.0,0.01
conspicuously,0.0,0.01
conspiracies,0.0,0.01
conspiracy,0.0,0.01
conspirator,0.0,0.01
conspiratorial,0.0,0.01
conspire,0.0,0.01
consternation,0.0,0.01
contagious,0.0,0.01
contaminate,0.0,0.01
contaminated,0.0,0.01
contaminates,0.0,0.01
contaminating,0.0,0.01
contamination,0.0,0.01
contempt,0.0,0.01
contemptible,0.0,0.01
contemptuous,0.0,0.01
contemptuously,0.0,0.01
contend,0.0,0.01
contention,0.0,0.01
contentious,0.0,0.01
contort,0.0,0.01
contortions,0.0,0.01
contradict,0.0,0.01
contradiction,0.0,0.01
contradictory,0.0,0.01
contrariness,0.0,0.01
contravene,0.0,0.01
contrive,0.0,0.01
contrived,0.0,0.01
controversial,0.0,0.01
controversy,0.0,0.01
convoluted,0.0,0.01
corrode,0.0,0.01
corrosion,0.0,0.01
corrosions,0.0,0.01
corrosive,0.0,0.01
corrupt,0.0,0.01
corrupted,0.0,0.01
corrupting,0.0,0.01
corruption,0.0,0.01
corrupts,0.0,0.01
corruptted,0.0,0.01
costlier,0.0,0.01
costly,0.0,0.01
counter-productive,0.0,0.01
counterproductive,0.0,0.01
coupists,0.0,0.01
covetous,0.0,0.01
coward,0.0,0.01
cowardly,0.0,0.01
crabby,0.0,0.01
crack,0.0,0.01
cracked,0.0,0.01
cracks,0.0,0.01
craftily,0.0,0.01
craftly,0.0,0.01
crafty,0.0,0.01
cramp,0.0,0.01
cramped,0.0,0.01
cramping,0.0,0.01
cranky,0.0,0.01
crap,0.0,0.01
crappy,0.0,0.01
craps,0.0,0.01
crash,0.0,0.01
crashed,0.0,0.01
crashes,0.0,0.01
crashing,0.0,0.01
crass,0.0,0.01
craven,0.0,0.01
cravenly,0.0,0.01
craze,0.0,0.01
crazily,0.0,0.01
craziness,0.0,0.01
crazy,0.0,0.01
creak,0.0,0.01
creaking,0.0,0.01
creaks,0.0,0.01
credulous,0.0,0.01
creep,0.0,0.01
creeping,0.0,0.01
creeps,0.0,0.01
creepy,0.0,0.01
crept,0.0,0.01
crime,0.0,0.01
criminal,0.0,0.01
cringe,0.0,0.01
cringed,0.0,0.01
cringes,0.0,0.01
cripple,0.0,0.01
crippled,0.0,0.01
cripples,0.0,0.01
crippling,0.0,0.01
crisis,0.0,0.01
critic,0.0,0.01
critical,0.0,0.01
criticism,0.0,0.01
criticisms,0.0,0.01
criticize,0.0,0.01
criticized,0.0,0.01
criticizing,0.0,0.01
critics,0.0,0.01
cronyism,0.0,0.01
crook,0.0,0.01
crooked,0.0,0.01
crooks,0.0,0.01
crowded,0.0,0.01
crowdedness,0.0,0.01
crude,0.0,0.01
cruel,0.0,0.01
crueler,0.0,0.01
cruelest,0.0,0.01
cruelly,0.0,0.01
cruelness,0.0,0.01
cruelties,0.0,0.01
cruelty,0.0,0.01
crumble,0.0,0.01
crumbling,0.0,0.01
crummy,0.0,0.01
crumple,0.0,0.01
crumpled,0.0,0.01
crumples,0.0,0.01
crush,0.0,0.01
crushed,0.0,0.01
crushing,0.0,0.01
cry,0.0,0.01
culpable,0.0,0.01
culprit,0.0,0.01
cumbersome,0.0,0.01
cunt,0.0,0.01
cunts,0.0,0.01
cuplrit,0.0,0.01
curse,0.0,0.01
cursed,0.0,0.01
curses,0.0,0.01
curt,0.0,0.01
cuss,0.0,0.01
cussed,0.0,0.01
cutthroat,0.0,0.01
cynical,0.0,0.01
cynicism,0.0,0.01
d*mn,0.0,0.01
damage,0.0,0.01
damaged,0.0,0.01
damages,0.0,0.01
damaging,0.0,0.01
damn,0.0,0.01
damnable,0.0,0.01
damnably,0.0,0.01
damnation,0.0,0.01
damned,0.0,0.01
damning,0.0,0.01
damper,0.0,0.01
danger,0.0,0.01
dangerous,0.0,0.01
dangerousness,0.0,0.01
dark,0.0,0.01
darken,0.0,0.01
darkened,0.0,0.01
darker,0.0,0.01
darkness,0.0,0.01
dastard,0.0,0.01
dastardly,0.0,0.01
daunt,0.0,0.01
daunting,0.0,0.01
dauntingly,0.0,0.01
dawdle,0.0,0.01
daze,0.0,0.01
dazed,0.0,0.01
dead,0.0,0.01
deadbeat,0.0,0.01
deadlock,0.0,0.01
deadly,0.0,0.01
deadweight,0.0,0.01
deaf,0.0,0.01
dearth,0.0,0.01
death,0.0,0.01
debacle,0.0,0.01
debase,0.0,0.01
debasement,0.0,0.01
debaser,0.0,0.01
debatable,0.0,0.01
debauch,0.0,0.01
debaucher,0.0,0.01
debauchery,0.0,0.01
debilitate,0.0,0.01
debilitating,0.0,0.01
debility,0.0,0.01
debt,0.0,0.01
debts,0.0,0.01
decadence,0.0,0.01
decadent,0.0,0.01
decay,0.0,0.01
decayed,0.0,0.01
deceit,0.0,0.01
deceitful,0.0,0.01
deceitfully,0.0,0.01
deceitfulness,0.0,0.01
deceive,0.0,0.01
deceiver,0.0,0.01
deceivers,0.0,0.01
deceiving,0.0,0.01
deception,0.0,0.01
deceptive,0.0,0.01
deceptively,0.0,0.01
declaim,0.0,0.01
decline,0.0,0.01
declines,0.0,0.01
declining,0.0,0.01
decrement,0.0,0.01
decrepit,0.0,0.01
decrepitude,0.0,0.01
decry,0.0,0.01
defamation,0.0,0.01
defamations,0.0,0.01
defamatory,0.0,0.01
defame,0.0,0.01
defect,0.0,0.01
defective,0.0,0.01
defects,0.0,0.01
defensive,0.0,0.01
defiance,0.0,0.01
defiant,0.0,0.01
defiantly,0.0,0.01
deficiencies,0.0,0.01
deficiency,0.0,0.01
deficient,0.0,0.01
defile,0.0,0.01
defiler,0.0,0.01
deform,0.0,0.01
deformed,0.0,0.01
defrauding,0.0,0.01
defunct,0.0,0.01
defy,0.0,0.01
degenerate,0.0,0.01
degenerately,0.0,0.01
degeneration,0.0,0.01
degradation,0.0,0.01
degrade,0.0,0.01
degrading,0.0,0.01
degradingly,0.0,0.01
dehumanization,0.0,0.01
dehumanize,0.0,0.01
deign,0.0,0.01
deject,0.0,0.01
dejected,0.0,0.01
dejectedly,0.0,0.01
dejection,0.0,0.01
delay,0.0,0.01
delayed,0.0,0.01
delaying,0.0,0.01
delays,0.0,0.01
delinquency,0.0,0.01
delinquent,0.0,0.01
delirious,0.0,0.01
delirium,0.0,0.01
delude,0.0,0.01
deluded,0.0,0.01
deluge,0.0,0.01
delusion,0.0,0.01
delusional,0.0,0.01
delusions,0.0,0.01
demean,0.0,0.01
demeaning,0.0,0.01
demise,0.0,0.01
demolish,0.0,0.01
demolisher,0.0,0.01
demon,0.0,0.01
demonic,0.0,0.01
demonize,0.0,0.01
demonized,0.0,0.01
demonizes,0.0,0.01
demonizing,0.0,0.01
demoralize,0.0,0.01
demoralizing,0.0,0.01
demoralizingly,0.0,0.01
denial,0.0,0.01
denied,0.0,0.01
denies,0.0,0.01
denigrate,0.0,0.01
denounce,0.0,0.01
dense,0.0,0.01
dent,0.0,0.01
dented,0.0,0.01
dents,0.0,0.01
denunciate,0.0,0.01
denunciation,0.0,0.01
denunciations,0.0,0.01
deny,0.0,0.01
denying,0.0,0.01
deplete,0.0,0.01
deplorable,0.0,0.01
deplorably,0.0,0.01
deplore,0.0,0.01
deploring,0.0,0.01
deploringly,0.0,0.01
deprave,0.0,0.01
depraved,0.0,0.01
depravedly,0.0,0.01
deprecate,0.0,0.01
depress,0.0,0.01
depressed,0.0,0.01
depressing,0.0,0.01
depressingly,0.0,0.01
depression,0.0,0.01
depressions,0.0,0.01
deprive,0.0,0.01
deprived,0.0,0.01
deride,0.0,0.01
derision,0.0,0.01
derisive,0.0,0.01
derisively,0.0,0.01
derisiveness,0.0,0.01
derogatory,0.0,0.01
desecrate,0.0,0.01
desert,0.0,0.01
desertion,0.0,0.01
desiccate,0.0,0.01
desiccated,0.0,0.01
desititute,0.0,0.01
desolate,0.0,0.01
desolately,0.0,0.01
desolation,0.0,0.01
despair,0.0,0.01
despairing,0.0,0.01
despairingly,0.0,0.01
desperate,0.0,0.01
desperately,0.0,0.01
desperation,0.0,0.01
despicable,0.0,0.01
despicably,0.0,0.01
despise,0.0,0.01
despised,0.0,0.01
despoil,0.0,0.01
despoiler,0.0,0.01
despondence,0.0,0.01
despondency,0.0,0.01
despondent,0.0,0.01
despondently,0.0,0.01
despot,0.0,0.01
despotic,0.0,0.01
despotism,0.0,0.01
destabilisation,0.0,0.01
destains,0.0,0.01
destitute,0.0,0.01
destitution,0.0,0.01
destroy,0.0,0.01
destroyer,0.0,0.01
destruction,0.0,0.01
destructive,0.0,0.01
desultory,0.0,0.01
deter,0.0,0.01
deteriorate,0.0,0.01
deteriorating,0.0,0.01
deterioration,0.0,0.01
deterrent,0.0,0.01
detest,0.0,0.01
detestable,0.0,0.01
detestably,0.0,0.01
detested,0.0,0.01
detesting,0.0,0.01
detests,0.0,0.01
detract,0.0,0.01
detracted,0.0,0.01
detracting,0.0,0.01
detraction,0.0,0.01
detracts,0.0,0.01
detriment,0.0,0.01
detrimental,0.0,0.01
devastate,0.0,0.01
devastated,0.0,0.01
devastates,0.0,0.01
devastating,0.0,0.01
devastatingly,0.0,0.01
devastation,0.0,0.01
deviate,0.0,0.01
deviation,0.0,0.01
devil,0.0,0.01
devilish,0.0,0.01
devilishly,0.0,0.01
devilment,0.0,0.01
devilry,0.0,0.01
devious,0.0,0.01
deviously,0.0,0.01
deviousness,0.0,0.01
devoid,0.0,0.01
diabolic,0.0,0.01
diabolical,0.0,0.01
diabolically,0.0,0.01
diametrically,0.0,0.01
diappointed,0.0,0.01
diatribe,0.0,0.01
diatribes,0.0,0.01
dick,0.0,0.01
dictator,0.0,0.01
dictatorial,0.0,0.01
die,0.0,0.01
die-hard,0.0,0.01
died,0.0,0.01
dies,0.0,0.01
difficult,0.0,0.01
difficulties,0.0,0.01
difficulty,0.0,0.01
diffidence,0.0,0.01
dilapidated,0.0,0.01
dilemma,0.0,0.01
dilly-dally,0.0,0.01
dim,0.0,0.01
dimmer,0.0,0.01
din,0.0,0.01
ding,0.0,0.01
dings,0.0,0.01
dinky,0.0,0.01
dire,0.0,0.01
direly,0.0,0.01
direness,0.0,0.01
dirt,0.0,0.01
dirtbag,0.0,0.01
dirtbags,0.0,0.01
dirts,0.0,0.01
dirty,0.0,0.01
disable,0.0,0.01
disabled,0.0,0.01
disaccord,0.0,0.01
disadvantage,0.0,0.01
disadvantaged,0.0,0.01
disadvantageous,0.0,0.01
disadvantages,0.0,0.01
disaffect,0.0,0.01
disaffected,0.0,0.01
disaffirm,0.0,0.01
disagree,0.0,0.01
disagreeable,0.0,0.01
disagreeably,0.0,0.01
disagreed,0.0,0.01
disagreeing,0.0,0.01
disagreement,0.0,0.01
disagrees,0.0,0.01
disallow,0.0,0.01
disapointed,0.0,0.01
disapointing,0.0,0.01
disapointment,0.0,0.01
disappoint,0.0,0.01
disappointed,0.0,0.01
disappointing,0.0,0.01
disappointingly,0.0,0.01
disappointment,0.0,0.01
disappointments,0.0,0.01
disappoints,0.0,0.01
disapprobation,0.0,0.01
disapproval,0.0,0.01
disapprove,0.0,0.01
disapproving,0.0,0.01
disarm,0.0,0.01
disarray,0.0,0.01
disaster,0.0,0.01
disasterous,0.0,0.01
disastrous,0.0,0.01
disastrously,0.0,0.01
disavow,0.0,0.01
disavowal,0.0,0.01
disbelief,0.0,0.01
disbelieve,0.0,0.01
disbeliever,0.0,0.01
disclaim,0.0,0.01
discombobulate,0.0,0.01
discomfit,0.0,0.01
discomfititure,0.0,0.01
discomfort,0.0,0.01
discompose,0.0,0.01
disconcert,0.0,0.01
disconcerted,0.0,0.01
disconcerting,0.0,0.01
disconcertingly,0.0,0.01
disconsolate,0.0,0.01
disconsolately,0.0,0.01
disconsolation,0.0,0.01
discontent,0.0,0.01
discontented,0.0,0.01
discontentedly,0.0,0.01
discontinued,0.0,0.01
discontinuity,0.0,0.01
discontinuous,0.0,0.01
discord,0.0,0.01
discordance,0.0,0.01
discordant,0.0,0.01
discountenance,0.0,0.01
discourage,0.0,0.01
discouragement,0.0,0.01
discouraging,0.0,0.01
discouragingly,0.0,0.01
discourteous,0.0,0.01
discourteously,0.0,0.01
discoutinous,0.0,0.01
discredit,0.0,0.01
discrepant,0.0,0.01
discriminate,0.0,0.01
discrimination,0.0,0.01
discriminatory,0.0,0.01
disdain,0.0,0.01
disdained,0.0,0.01
disdainful,0.0,0.01
disdainfully,0.0,0.01
disfavor,0.0,0.01
disgrace,0.0,0.01
disgraced,0.0,0.01
disgraceful,0.0,0.01
disgracefully,0.0,0.01
disgruntle,0.0,0.01
disgruntled,0.0,0.01
disgust,0.0,0.01
disgusted,0.0,0.01
disgustedly,0.0,0.01
disgustful,0.0,0.01
disgustfully,0.0,0.01
disgusting,0.0,0.01
disgustingly,0.0,0.01
dishearten,0.0,0.01
disheartening,0.0,0.01
dishearteningly,0.0,0.01
dishonest,0.0,0.01
dishonestly,0.0,0.01
dishonesty,0.0,0.01
dishonor,0.0,0.01
dishonorable,0.0,0.01
dishonorablely,0.0,0.01
disillusion,0.0,0.01
disillusioned,0.0,0.01
disillusionment,0.0,0.01
disillusions,0.0,0.01
disinclination,0.0,0.01
disinclined,0.0,0.01
disingenuous,0.0,0.01
disingenuously,0.0,0.01
disintegrate,0.0,0.01
disintegrated,0.0,0.01
disintegrates,0.0,0.01
disintegration,0.0,0.01
disinterest,0.0,0.01
disinterested,0.0,0.01
dislike,0.0,0.01
disliked,0.0,0.01
dislikes,0.0,0.01
disliking,0.0,0.01
dislocated,0.0,0.01
disloyal,0.0,0.01
disloyalty,0.0,0.01
dismal,0.0,0.01
dismally,0.0,0.01
dismalness,0.0,0.01
dismay,0.0,0.01
dismayed,0.0,0.01
dismaying,0.0,0.01
dismayingly,0.0,0.01
dismissive,0.0,0.01
dismissively,0.0,0.01
disobedience,0.0,0.01
disobedient,0.0,0.01
disobey,0.0,0.01
disoobedient,0.0,0.01
disorder,0.0,0.01
disordered,0.0,0.01
disorderly,0.0,0.01
disorganized,0.0,0.01
disorient,0.0,0.01
disoriented,0.0,0.01
disown,0.0,0.01
disparage,0.0,0.01
disparaging,0.0,0.01
disparagingly,0.0,0.01
dispensable,0.0,0.01
dispirit,0.0,0.01
dispirited,0.0,0.01
dispiritedly,0.0,0.01
dispiriting,0.0,0.01
displace,0.0,0.01
displaced,0.0,0.01
displease,0.0,0.01
displeased,0.0,0.01
displeasing,0.0,0.01
displeasure,0.0,0.01
disproportionate,0.0,0.01
disprove,0.0,0.01
disputable,0.0,0.01
dispute,0.0,0.01
disputed,0.0,0.01
disquiet,0.0,0.01
disquieting,0.0,0.01
disquietingly,0.0,0.01
disquietude,0.0,0.01
disregard,0.0,0.01
disregardful,0.0,0.01
disreputable,0.0,0.01
disrepute,0.0,0.01
disrespect,0.0,0.01
disrespectable,0.0,0.01
disrespectablity,0.0,0.01
disrespectful,0.0,0.01
disrespectfully,0.0,0.01
disrespectfulness,0.0,0.01
disrespecting,0.0,0.01
disrupt,0.0,0.01
disruption,0.0,0.01
disruptive,0.0,0.01
diss,0.0,0.01
dissapointed,0.0,0.01
dissappointed,0.0,0.01
dissappointing,0.0,0.01
dissatisfaction,0.0,0.01
dissatisfactory,0.0,0.01
dissatisfied,0.0,0.01
dissatisfies,0.0,0.01
dissatisfy,0.0,0.01
dissatisfying,0.0,0.01
dissed,0.0,0.01
dissemble,0.0,0.01
dissembler,0.0,0.01
dissension,0.0,0.01
dissent,0.0,0.01
dissenter,0.0,0.01
dissention,0.0,0.01
disservice,0.0,0.01
disses,0.0,0.01
dissidence,0.0,0.01
dissident,0.0,0.01
dissidents,0.0,0.01
dissing,0.0,0.01
dissocial,0.0,0.01
dissolute,0.0,0.01
dissolution,0.0,0.01
dissonance,0.0,0.01
dissonant,0.0,0.01
dissonantly,0.0,0.01
dissuade,0.0,0.01
dissuasive,0.0,0.01
distains,0.0,0.01
distaste,0.0,0.01
distasteful,0.0,0.01
distastefully,0.0,0.01
distort,0.0,0.01
distorted,0.0,0.01
distortion,0.0,0.01
distorts,0.0,0.01
distract,0.0,0.01
distracting,0.0,0.01
distraction,0.0,0.01
distraught,0.0,0.01
distraughtly,0.0,0.01
distraughtness,0.0,0.01
distress,0.0,0.01
distressed,0.0,0.01
distressing,0.0,0.01
distressingly,0.0,0.01
distrust,0.0,0.01
distrustful,0.0,0.01
distrusting,0.0,0.01
disturb,0.0,0.01
disturbance,0.0,0.01
disturbed,0.0,0.01
disturbing,0.0,0.01
disturbingly,0.0,0.01
disunity,0.0,0.01
disvalue,0.0,0.01
divergent,0.0,0.01
divisive,0.0,0.01
divisively,0.0,0.01
divisiveness,0.0,0.01
dizzing,0.0,0.01
dizzingly,0.0,0.01
dizzy,0.0,0.01
doddering,0.0,0.01
dodgey,0.0,0.01
dogged,0.0,0.01
doggedly,0.0,0.01
dogmatic,0.0,0.01
doldrums,0.0,0.01
domineer,0.0,0.01
domineering,0.0,0.01
donside,0.0,0.01
doom,0.0,0.01
doomed,0.0,0.01
doomsday,0.0,0.01
dope,0.0,0.01
doubt,0.0,0.01
doubtful,0.0,0.01
doubtfully,0.0,0.01
doubts,0.0,0.01
douchbag,0.0,0.01
douchebag,0.0,0.01
douchebags,0.0,0.01
downbeat,0.0,0.01
downcast,0.0,0.01
downer,0.0,0.01
downfall,0.0,0.01
downfallen,0.0,0.01
downgrade,0.0,0.01
downhearted,0.0,0.01
downheartedly,0.0,0.01
downhill,0.0,0.01
downside,0.0,0.01
downsides,0.0,0.01
downturn,0.0,0.01
downturns,0.0,0.01
drab,0.0,0.01
draconian,0.0,0.01
draconic,0.0,0.01
drag,0.0,0.01
dragged,0.0,0.01
dragging,0.0,0.01
dragoon,0.0,0.01
drags,0.0,0.01
drain,0.0,0.01
drained,0.0,0.01
draining,0.0,0.01
drains,0.0,0.01
